Each Client SKU ID,Style,Color,Size,Total Available Quantity In CM,Kolkata
BPB167BLK12Y669,B167,BLK,12Y,117,3
BPB167BLK14Y669,B167,BLK,14Y,196,3
BPB167NYB12Y669,B167,NYB,12Y,52,3
BPB167NYB14Y669,B167,NYB,14Y,114,3
BPBR25BLK06Y,BR25,BLK,06Y,18,3
BPBR25TRN032,BR25,TRN,32,40,7
BPBR25TRN034,BR25,TRN,34,33,6
BSBR16BLK06Y429,BR16,BLK,06Y,165,10
BSBR16BLK08Y429,BR16,BLK,08Y,91,15
BSBR16BLK10Y429,BR16,BLK,10Y,382,20
BSBR16BLK12Y429,BR16,BLK,12Y,604,20
BSBR16BLK14Y429,BR16,BLK,14Y,600,10
BSBR16BOE06Y429,BR16,BOE,06Y,75,10
BSBR16BOE08Y429,BR16,BOE,08Y,69,12
BSBR16BOE10Y429,BR16,BOE,10Y,159,20
BSBR16BOE12Y429,BR16,BOE,12Y,294,20
BSBR16BOE14Y429,BR16,BOE,14Y,300,10
BSBR16NYB06Y429,BR16,NYB,06Y,75,10
BSBR16NYB08Y429,BR16,NYB,08Y,69,12
BSBR16NYB10Y429,BR16,NYB,10Y,191,20
BSBR16NYB12Y429,BR16,NYB,12Y,293,20
BSBR16NYB14Y429,BR16,NYB,14Y,295,10
BSBR16SKO06Y429,BR16,SKO,06Y,75,10
BSBR16SKO08Y429,BR16,SKO,08Y,68,12
BSBR16SKO10Y429,BR16,SKO,10Y,158,20
BSBR16SKO12Y429,BR16,SKO,12Y,286,20
BSBR16SKO14Y429,BR16,SKO,14Y,297,10
BSBR16WLG06Y429,BR16,WLG,06Y,84,10
BSBR16WLG08Y429,BR16,WLG,08Y,77,13
BSBR16WLG10Y429,BR16,WLG,10Y,167,20
BSBR16WLG12Y429,BR16,WLG,12Y,302,20
BSBR16WLG14Y429,BR16,WLG,14Y,309,10
BSBR26BLK030,BR26,BLK,30,18,3
BSBR26IRG032,BR26,IRG,32,20,3
BSBR26KHI032,BR26,KHI,32,31,3
BSBR26KHI034,BR26,KHI,34,16,3
BSBR26SKO10Y,BR26,SKO,10Y,23,4
BSBR26SKO12Y,BR26,SKO,12Y,30,5
BSBR26TRN032,BR26,TRN,32,16,3
BTB166AQS10Y,B166,AQS,10Y,16,3
BTB166RED12Y,B166,RED,12Y,25,3
BTB166WGN10Y,B166,WGN,10Y,32,3
BTB166WGN14Y,B166,WGN,14Y,20,3
BTB182BLK10Y,B182,BLK,10Y,41,7
BTB182BLK12Y,B182,BLK,12Y,40,7
BTB182BLK14Y,B182,BLK,14Y,78,10
BTB182BRD12Y,B182,BRD,12Y,35,6
BTB182BRD14Y,B182,BRD,14Y,79,10
BTB182GVE10Y459,B182,GVE,10Y,36,6
BTB182GVE12Y459,B182,GVE,12Y,56,10
BTB182GVE14Y459,B182,GVE,14Y,84,10
BTB182MNB12Y,B182,MNB,12Y,51,9
BTB182MNB14Y,B182,MNB,14Y,95,10
BTB182MTG10Y,B182,MTG,10Y,21,4
BTB182MTG12Y,B182,MTG,12Y,42,7
BTB182MTG14Y,B182,MTG,14Y,86,10
BTB182TEL10Y459,B182,TEL,10Y,36,6
BTB182TEL12Y459,B182,TEL,12Y,56,10
BTB182TEL14Y459,B182,TEL,14Y,84,10
BTB196BLK08Y499,B196,BLK,08Y,52,9
BTB196BLK10Y499,B196,BLK,10Y,114,19
BTB196BLK12Y499,B196,BLK,12Y,180,20
BTB196BLK14Y499,B196,BLK,14Y,246,10
BTB196NYB08Y499,B196,NYB,08Y,52,9
BTB196NYB10Y499,B196,NYB,10Y,114,19
BTB196NYB12Y499,B196,NYB,12Y,180,20
BTB196NYB14Y499,B196,NYB,14Y,246,10
BTB196RED08Y499,B196,RED,08Y,52,9
BTB196RED10Y499,B196,RED,10Y,114,19
BTB196RED12Y499,B196,RED,12Y,180,20
BTB196RED14Y499,B196,RED,14Y,246,10
BTB196SDL08Y499,B196,SDL,08Y,64,11
BTB196SDL10Y499,B196,SDL,10Y,129,20
BTB196SDL12Y499,B196,SDL,12Y,195,20
BTB196SDL14Y499,B196,SDL,14Y,261,10
BTB196SKY08Y499,B196,SKY,08Y,60,10
BTB196SKY10Y499,B196,SKY,10Y,123,20
BTB196SKY12Y499,B196,SKY,12Y,189,20
BTB196SKY14Y499,B196,SKY,14Y,255,10
BTB196TEL08Y499,B196,TEL,08Y,60,10
BTB196TEL10Y499,B196,TEL,10Y,126,20
BTB196TEL12Y499,B196,TEL,12Y,192,20
BTB196TEL14Y499,B196,TEL,14Y,258,10
BTB197BLK08Y599,B197,BLK,08Y,21,4
BTB197BLK10Y599,B197,BLK,10Y,43,7
BTB197BLK12Y599,B197,BLK,12Y,65,11
BTB197BLK14Y599,B197,BLK,14Y,89,10
BTB197NYB08Y599,B197,NYB,08Y,15,3
BTB197NYB10Y599,B197,NYB,10Y,37,6
BTB197NYB12Y599,B197,NYB,12Y,57,10
BTB197NYB14Y599,B197,NYB,14Y,80,10
BTB197RED08Y599,B197,RED,08Y,15,3
BTB197RED10Y599,B197,RED,10Y,37,6
BTB197RED12Y599,B197,RED,12Y,57,10
BTB197RED14Y599,B197,RED,14Y,80,10
BTB197SDL08Y599,B197,SDL,08Y,15,3
BTB197SDL10Y599,B197,SDL,10Y,37,6
BTB197SDL12Y599,B197,SDL,12Y,56,10
BTB197SDL14Y599,B197,SDL,14Y,80,10
BTB197SKY08Y599,B197,SKY,08Y,17,3
BTB197SKY10Y599,B197,SKY,10Y,40,7
BTB197SKY12Y599,B197,SKY,12Y,59,10
BTB197SKY14Y599,B197,SKY,14Y,92,10
BTB197TEL08Y599,B197,TEL,08Y,23,4
BTB197TEL10Y599,B197,TEL,10Y,46,8
BTB197TEL12Y599,B197,TEL,12Y,69,12
BTB197TEL14Y599,B197,TEL,14Y,92,10
BTB211YLW14Y,B211,YLW,14Y,49,3
BTB212CFK14Y,B212,CFK,14Y,21,3
BTB212YLW14Y,B212,YLW,14Y,27,3
BTB241BLE08Y529,B241,BLE,08Y,24,4
BTB241BLE10Y529,B241,BLE,10Y,65,11
BTB241BLE12Y529,B241,BLE,12Y,112,19
BTB241BLE14Y529,B241,BLE,14Y,162,10
BTB241BLK08Y529,B241,BLK,08Y,31,5
BTB241BLK10Y529,B241,BLK,10Y,64,11
BTB241BLK12Y529,B241,BLK,12Y,110,19
BTB241BLK14Y529,B241,BLK,14Y,155,10
BTB241BRD08Y529,B241,BRD,08Y,33,6
BTB241BRD10Y529,B241,BRD,10Y,73,12
BTB241BRD12Y529,B241,BRD,12Y,115,20
BTB241BRD14Y529,B241,BRD,14Y,159,10
BTB241GFT08Y529,B241,GFT,08Y,34,6
BTB241GFT10Y529,B241,GFT,10Y,72,12
BTB241GFT12Y529,B241,GFT,12Y,117,20
BTB241GFT14Y529,B241,GFT,14Y,169,10
BTB241MNB08Y529,B241,MNB,08Y,28,5
BTB241MNB10Y529,B241,MNB,10Y,69,12
BTB241MNB12Y529,B241,MNB,12Y,92,16
BTB241MNB14Y529,B241,MNB,14Y,160,10
BTB241TEL08Y529,B241,TEL,08Y,32,5
BTB241TEL10Y529,B241,TEL,10Y,76,13
BTB241TEL12Y529,B241,TEL,12Y,122,20
BTB241TEL14Y529,B241,TEL,14Y,170,10
BTBR10BLK08Y299,BR10,BLK,08Y,94,15
BTBR10BLK10Y299,BR10,BLK,10Y,212,20
BTBR10BLK12Y299,BR10,BLK,12Y,330,20
BTBR10BLK14Y299,BR10,BLK,14Y,336,10
BTBR10GFT08Y299,BR10,GFT,08Y,110,15
BTBR10GFT10Y299,BR10,GFT,10Y,223,20
BTBR10GFT12Y299,BR10,GFT,12Y,344,20
BTBR10GFT14Y299,BR10,GFT,14Y,346,10
BTBR10LBE08Y299,BR10,LBE,08Y,108,15
BTBR10LBE10Y299,BR10,LBE,10Y,226,20
BTBR10LBE12Y299,BR10,LBE,12Y,345,20
BTBR10LBE14Y299,BR10,LBE,14Y,345,10
BTBR10RST08Y299,BR10,RST,08Y,94,15
BTBR10RST10Y299,BR10,RST,10Y,201,20
BTBR10RST12Y299,BR10,RST,12Y,331,20
BTBR10RST14Y299,BR10,RST,14Y,337,10
BTBR10TEL08Y299,BR10,TEL,08Y,106,15
BTBR10TEL10Y299,BR10,TEL,10Y,216,20
BTBR10TEL12Y299,BR10,TEL,12Y,346,20
BTBR10TEL14Y299,BR10,TEL,14Y,352,10
BTBR10WHT08Y299,BR10,WHT,08Y,106,15
BTBR10WHT10Y299,BR10,WHT,10Y,216,20
BTBR10WHT12Y299,BR10,WHT,12Y,340,20
BTBR10WHT14Y299,BR10,WHT,14Y,353,10
MFP823WHT2XL949,P823,WHT,2XL,243,20
MFP823WHTLAR949,P823,WHT,LAR,332,30
MFP823WHTMED949,P823,WHT,MED,369,20
MFP823WHTXLR949,P823,WHT,XLR,351,30
MFP984BLE2XL1049,P984,BLE,2XL,180,20
MFP984BLELAR1049,P984,BLE,LAR,230,30
MFP984BLEMED1049,P984,BLE,MED,366,20
MFP984BLEXLR1049,P984,BLE,XLR,231,30
MFP984BLK2XL1049,P984,BLK,2XL,178,20
MFP984BLKLAR1049,P984,BLK,LAR,224,30
MFP984BLKMED1049,P984,BLK,MED,364,20
MFP984BLKXLR1049,P984,BLK,XLR,224,30
MFP984NYB2XL1049,P984,NYB,2XL,178,20
MFP984NYBLAR1049,P984,NYB,LAR,225,30
MFP984NYBMED1049,P984,NYB,MED,365,20
MFP984NYBXLR1049,P984,NYB,XLR,224,30
MFP984OGY2XL1049,P984,OGY,2XL,178,20
MFP984OGYLAR1049,P984,OGY,LAR,223,30
MFP984OGYMED1049,P984,OGY,MED,366,20
MFP984OGYXLR1049,P984,OGY,XLR,224,30
MFP984SKO2XL1049,P984,SKO,2XL,186,20
MFP984SKOLAR1049,P984,SKO,LAR,239,30
MFP984SKOMED1049,P984,SKO,MED,373,20
MFP984SKOXLR1049,P984,SKO,XLR,240,30
MFP984WLG2XL1049,P984,WLG,2XL,189,20
MFP984WLGLAR1049,P984,WLG,LAR,244,30
MFP984WLGMED1049,P984,WLG,MED,375,20
MFP984WLGXLR1049,P984,WLG,XLR,245,30
MIOR259BLK2XL499,OR259,BLK,2XL,714,20
MIOR259BLKLAR499,OR259,BLK,LAR,1228,30
MIOR259BLKMED499,OR259,BLK,MED,1414,20
MIOR259BLKXLR499,OR259,BLK,XLR,1270,30
MIOR259LTG2XL499,OR259,LTG,2XL,234,20
MIOR259LTGLAR499,OR259,LTG,LAR,327,30
MIOR259LTGMED499,OR259,LTG,MED,468,20
MIOR259LTGXLR499,OR259,LTG,XLR,327,30
MIOR259NYB2XL499,OR259,NYB,2XL,234,20
MIOR259NYBLAR499,OR259,NYB,LAR,327,30
MIOR259NYBMED499,OR259,NYB,MED,423,20
MIOR259NYBXLR499,OR259,NYB,XLR,327,30
MIOR259WLG2XL499,OR259,WLG,2XL,234,20
MIOR259WLGLAR499,OR259,WLG,LAR,327,30
MIOR259WLGMED499,OR259,WLG,MED,459,20
MIOR259WLGXLR499,OR259,WLG,XLR,327,30
MJP993BLE2XL899,P993,BLE,2XL,77,13
MJP993BLELAR899,P993,BLE,LAR,176,30
MJP993BLEMED899,P993,BLE,MED,181,20
MJP993BLEXLR899,P993,BLE,XLR,174,30
MJP993BLK2XL899,P993,BLK,2XL,196,20
MJP993BLKLAR899,P993,BLK,LAR,464,30
MJP993BLKMED899,P993,BLK,MED,470,20
MJP993BLKXLR899,P993,BLK,XLR,464,30
MJP993BOE2XL899,P993,BOE,2XL,76,13
MJP993BOELAR899,P993,BOE,LAR,142,24
MJP993BOEMED899,P993,BOE,MED,182,20
MJP993BOEXLR899,P993,BOE,XLR,176,30
MJP993GFT2XL899,P993,GFT,2XL,76,13
MJP993GFTLAR899,P993,GFT,LAR,176,30
MJP993GFTMED899,P993,GFT,MED,183,20
MJP993GFTXLR899,P993,GFT,XLR,176,30
MJP993OGY2XL899,P993,OGY,2XL,96,16
MJP993OGYLAR899,P993,OGY,LAR,216,30
MJP993OGYMED899,P993,OGY,MED,214,20
MJP993OGYXLR899,P993,OGY,XLR,240,30
MJPL93BLKLAR1149,PL93,BLK,LAR,1704,30
MJPL93BLKMED1149,PL93,BLK,MED,0,10
MJPL93BLKXLR1149,PL93,BLK,XLR,768,30
MJPL93BTELAR1149,PL93,BTE,LAR,1127,30
MJPL93BTEMED1149,PL93,BTE,MED,973,20
MJPL93GFTLAR1149,PL93,GFT,LAR,1009,30
MJPL93GFTXLR1149,PL93,GFT,XLR,13,14
MJPL93NYBLAR1149,PL93,NYB,LAR,1166,30
MJPL93NYBMED1149,PL93,NYB,MED,919,20
MJPL93NYBXLR1149,PL93,NYB,XLR,893,30
MJPL93WLGLAR1149,PL93,WLG,LAR,725,30
MJPL93WLGMED1149,PL93,WLG,MED,777,20
MJPL93WLGXLR1149,PL93,WLG,XLR,1798,30
MJPM84BLE2XL889,PM84,BLE,2XL,382,20
MJPM84BLELAR889,PM84,BLE,LAR,760,30
MJPM84BLEMED889,PM84,BLE,MED,844,20
MJPM84BLEXLR889,PM84,BLE,XLR,784,30
MJPM84BLK2XL889,PM84,BLK,2XL,564,20
MJPM84BLKLAR889,PM84,BLK,LAR,1298,30
MJPM84BLKMED889,PM84,BLK,MED,1312,20
MJPM84BLKXLR889,PM84,BLK,XLR,1326,30
MJPM84GFT2XL889,PM84,GFT,2XL,117,20
MJPM84GFTLAR889,PM84,GFT,LAR,263,30
MJPM84GFTMED889,PM84,GFT,MED,299,20
MJPM84GFTXLR889,PM84,GFT,XLR,281,30
MJPM84NYB2XL889,PM84,NYB,2XL,124,20
MJPM84NYBLAR889,PM84,NYB,LAR,259,30
MJPM84NYBMED889,PM84,NYB,MED,355,20
MJPM84NYBXLR889,PM84,NYB,XLR,308,30
MJPM84WLG2XL889,PM84,WLG,2XL,123,20
MJPM84WLGLAR889,PM84,WLG,LAR,268,30
MJPM84WLGMED889,PM84,WLG,MED,314,20
MJPM84WLGXLR889,PM84,WLG,XLR,289,30
MJPM91BLK2XL005,PM91,BLK,2XL,526,20
MJPM91BLKLAR005,PM91,BLK,LAR,175,30
MJPM91BLKXLR005,PM91,BLK,XLR,89,7
MJPM91BTELAR006949,PM91,BTE,LAR,263,30
MJPM91BTEXLR006949,PM91,BTE,XLR,43,7
MJPM91GFT2XL006949,PM91,GFT,2XL,132,20
MJPM91GFTLAR006949,PM91,GFT,LAR,154,26
MJPM91GFTXLR006949,PM91,GFT,XLR,419,30
MJPM91NYB2XL005,PM91,NYB,2XL,90,15
MJPM91NYBLAR005,PM91,NYB,LAR,198,26
MJPM91WLGXLR006,PM91,WLG,XLR,184,30
MJPM99BLK2XL1019,PM99,BLK,2XL,78,13
MJPM99BLKLAR1019,PM99,BLK,LAR,138,23
MJPM99BLKMED1019,PM99,BLK,MED,302,20
MJPM99BLKXLR1019,PM99,BLK,XLR,169,29
MJPM99GFT2XL1019,PM99,GFT,2XL,83,14
MJPM99GFTLAR1019,PM99,GFT,LAR,111,19
MJPM99GFTMED1019,PM99,GFT,MED,86,15
MJPM99GFTXLR1019,PM99,GFT,XLR,177,30
MJPM99NYB2XL1019,PM99,NYB,2XL,83,14
MJPM99NYBLAR1019,PM99,NYB,LAR,117,20
MJPM99NYBMED1019,PM99,NYB,MED,189,20
MJPM99NYBXLR1019,PM99,NYB,XLR,175,30
MPOR15BLK2XL749,OR15,BLK,2XL,119,20
MPOR15BLKLAR749,OR15,BLK,LAR,184,30
MPOR15BLKMED749,OR15,BLK,MED,145,20
MPOR15BLKXLR749,OR15,BLK,XLR,130,22
MPOR15CHA2XL749,OR15,CHA,2XL,54,9
MPOR15CHALAR749,OR15,CHA,LAR,80,14
MPOR15CHAMED749,OR15,CHA,MED,66,11
MPOR15CHAXLR749,OR15,CHA,XLR,60,10
MPOR15IRG2XL749,OR15,IRG,2XL,54,9
MPOR15IRGLAR749,OR15,IRG,LAR,60,13
MPOR15IRGMED749,OR15,IRG,MED,67,11
MPOR15IRGXLR749,OR15,IRG,XLR,57,10
MPOR15KHI2XL749,OR15,KHI,2XL,80,14
MPOR15KHILAR749,OR15,KHI,LAR,80,14
MPOR15KHIMED749,OR15,KHI,MED,69,12
MPOR15KHIXLR749,OR15,KHI,XLR,56,10
MPOR15LTG2XL749,OR15,LTG,2XL,59,10
MPOR15LTGLAR749,OR15,LTG,LAR,86,15
MPOR15LTGMED749,OR15,LTG,MED,70,12
MPOR15LTGXLR749,OR15,LTG,XLR,67,11
MPOR15NYB2XL749,OR15,NYB,2XL,57,10
MPOR15NYBLAR749,OR15,NYB,LAR,87,15
MPOR15NYBMED749,OR15,NYB,MED,53,9
MPOR15NYBXLR749,OR15,NYB,XLR,65,11
MPOR219BLK2XL999,OR219,BLK,2XL,541,20
MPOR219BLKLAR999,OR219,BLK,LAR,1182,30
MPOR219BLKMED999,OR219,BLK,MED,868,20
MPOR219BLKXLR999,OR219,BLK,XLR,1056,30
MPOR219CNG2XL999,OR219,CNG,2XL,202,20
MPOR219CNGLAR999,OR219,CNG,LAR,472,30
MPOR219CNGMED999,OR219,CNG,MED,334,20
MPOR219CNGXLR999,OR219,CNG,XLR,418,30
MPOR219KHI2XL999,OR219,KHI,2XL,196,20
MPOR219KHILAR999,OR219,KHI,LAR,489,30
MPOR219KHIMED999,OR219,KHI,MED,332,20
MPOR219KHIXLR999,OR219,KHI,XLR,405,30
MPOR219SKO2XL999,OR219,SKO,2XL,175,20
MPOR219SKOLAR999,OR219,SKO,LAR,465,30
MPOR219SKOMED999,OR219,SKO,MED,324,20
MPOR219SKOXLR999,OR219,SKO,XLR,398,30
MPOR219WLG2XL999,OR219,WLG,2XL,183,20
MPOR219WLGLAR999,OR219,WLG,LAR,491,30
MPOR219WLGMED999,OR219,WLG,MED,322,20
MPOR219WLGXLR999,OR219,WLG,XLR,411,30
MPOR25BLK2XL679,OR25,BLK,2XL,66,11
MPOR25BLK2XL719,OR25,BLK,2XL,1099,20
MPOR25BLK3XL759,OR25,BLK,3XL,21,3
MPOR25BLK4XL759,OR25,BLK,4XL,71,3
MPOR25BLK5XL759,OR25,BLK,5XL,73,3
MPOR25BLKLAR719,OR25,BLK,LAR,2658,30
MPOR25BLKMED719,OR25,BLK,MED,2340,20
MPOR25BLKXLR719,OR25,BLK,XLR,1845,30
MPOR25BOE2XL719,OR25,BOE,2XL,126,20
MPOR25BOELAR679,OR25,BOE,LAR,40,7
MPOR25BOELAR719,OR25,BOE,LAR,365,30
MPOR25BOEMED679,OR25,BOE,MED,34,6
MPOR25BOEMED719,OR25,BOE,MED,210,20
MPOR25BOEXLR679,OR25,BOE,XLR,51,9
MPOR25BOEXLR719,OR25,BOE,XLR,330,30
MPOR25BTE2XL719,OR25,BTE,2XL,566,20
MPOR25BTELAR719,OR25,BTE,LAR,1251,30
MPOR25BTEMED719,OR25,BTE,MED,957,20
MPOR25BTEXLR719,OR25,BTE,XLR,977,30
MPOR25IRG2XL719,OR25,IRG,2XL,342,20
MPOR25IRGLAR719,OR25,IRG,LAR,859,30
MPOR25IRGMED719,OR25,IRG,MED,561,20
MPOR25IRGXLR719,OR25,IRG,XLR,579,30
MPOR25LTG2XL719,OR25,LTG,2XL,156,20
MPOR25LTGLAR679,OR25,LTG,LAR,22,5
MPOR25LTGLAR719,OR25,LTG,LAR,431,30
MPOR25LTGMED679,OR25,LTG,MED,33,6
MPOR25LTGMED719,OR25,LTG,MED,341,20
MPOR25LTGXLR719,OR25,LTG,XLR,408,30
MPOR25NYB2XL719,OR25,NYB,2XL,554,20
MPOR25NYBLAR719,OR25,NYB,LAR,1364,30
MPOR25NYBMED719,OR25,NYB,MED,1059,20
MPOR25NYBXLR719,OR25,NYB,XLR,939,30
MPOR25SKO2XL719,OR25,SKO,2XL,150,20
MPOR25SKOLAR719,OR25,SKO,LAR,381,30
MPOR25SKOMED719,OR25,SKO,MED,213,20
MPOR25SKOXLR719,OR25,SKO,XLR,351,30
MPOR25WLG2XL679,OR25,WLG,2XL,51,9
MPOR25WLG2XL719,OR25,WLG,2XL,275,20
MPOR25WLGLAR679,OR25,WLG,LAR,58,10
MPOR25WLGLAR719,OR25,WLG,LAR,367,30
MPOR25WLGMED679,OR25,WLG,MED,48,8
MPOR25WLGMED719,OR25,WLG,MED,355,20
MPOR25WLGXLR679,OR25,WLG,XLR,58,10
MPOR25WLGXLR719,OR25,WLG,XLR,340,30
MPOR39BLK2XL779,OR39,BLK,2XL,33,6
MPOR39BLKLAR779,OR39,BLK,LAR,308,10
MPOR39BLKMED779,OR39,BLK,MED,252,10
MPOR39BLKXLR779,OR39,BLK,XLR,173,10
MPOR39KHI2XL779,OR39,KHI,2XL,100,5
MPOR39KHILAR779,OR39,KHI,LAR,154,11
MPOR39KHIMED779,OR39,KHI,MED,241,10
MPOR39KHIXLR779,OR39,KHI,XLR,49,8
MPOR69BLK2XL,OR69,BLK,2XL,255,20
MPOR69BLKLAR,OR69,BLK,LAR,916,30
MPOR69BLKMED,OR69,BLK,MED,599,20
MPOR69BLKXLR,OR69,BLK,XLR,592,30
MPOR69CNG2XL559,OR69,CNG,2XL,242,20
MPOR69CNGLAR559,OR69,CNG,LAR,859,30
MPOR69CNGMED559,OR69,CNG,MED,505,20
MPOR69CNGXLR559,OR69,CNG,XLR,580,30
MPOR69KHI2XL,OR69,KHI,2XL,253,20
MPOR69KHILAR,OR69,KHI,LAR,930,30
MPOR69KHIMED,OR69,KHI,MED,478,20
MPOR69KHIXLR,OR69,KHI,XLR,496,30
MPOR69LTG2XL559,OR69,LTG,2XL,273,20
MPOR69LTGLAR559,OR69,LTG,LAR,932,30
MPOR69LTGMED559,OR69,LTG,MED,588,20
MPOR69LTGXLR559,OR69,LTG,XLR,590,30
MPOR69NVY2XL,OR69,NVY,2XL,285,20
MPOR69NVYLAR,OR69,NVY,LAR,895,30
MPOR69NVYMED,OR69,NVY,MED,594,20
MPOR69NVYXLR,OR69,NVY,XLR,563,30
MPOR85BLKLAR589,OR85,BLK,LAR,74,13
MPOR85BLKMED589,OR85,BLK,MED,114,20
MPOR85BOE2XL589,OR85,BOE,2XL,30,5
MPOR85BOELAR589,OR85,BOE,LAR,98,17
MPOR85BOEMED589,OR85,BOE,MED,95,16
MPOR85CNG2XL589,OR85,CNG,2XL,145,20
MPOR85CNGLAR589,OR85,CNG,LAR,282,30
MPOR85CNGMED589,OR85,CNG,MED,216,20
MPOR85CNGXLR589,OR85,CNG,XLR,73,12
MPOR85GFT2XL589,OR85,GFT,2XL,112,19
MPOR85GFTLAR589,OR85,GFT,LAR,211,30
MPOR85GFTMED589,OR85,GFT,MED,159,20
MPOR85GFTXLR589,OR85,GFT,XLR,57,10
MPOR85KHI2XL589,OR85,KHI,2XL,50,9
MPOR85KHILAR589,OR85,KHI,LAR,83,14
MPOR85KHIMED589,OR85,KHI,MED,57,10
MPOR85LTG2XL589,OR85,LTG,2XL,165,20
MPOR85LTGLAR589,OR85,LTG,LAR,413,30
MPOR85LTGMED589,OR85,LTG,MED,220,20
MPOR85LTGXLR589,OR85,LTG,XLR,94,16
MPOR85WLG2XL589,OR85,WLG,2XL,34,6
MPOR85WLGLAR589,OR85,WLG,LAR,102,17
MPOR85WLGMED589,OR85,WLG,MED,129,20
MPOR85WLGXLR589,OR85,WLG,XLR,46,8
MPOR89BLK2XL725,OR89,BLK,2XL,308,20
MPOR89BLKLAR,OR89,BLK,LAR,49,13
MPOR89BLKLAR725,OR89,BLK,LAR,674,30
MPOR89BLKMED,OR89,BLK,MED,56,9
MPOR89BLKMED725,OR89,BLK,MED,482,20
MPOR89BLKXLR,OR89,BLK,XLR,82,15
MPOR89BLKXLR725,OR89,BLK,XLR,596,30
MPOR89BOE2XL725,OR89,BOE,2XL,302,20
MPOR89BOELAR725,OR89,BOE,LAR,693,30
MPOR89BOEMED725,OR89,BOE,MED,493,20
MPOR89BOEXLR725,OR89,BOE,XLR,595,30
MPOR89BTE2XL725,OR89,BTE,2XL,662,20
MPOR89BTELAR725,OR89,BTE,LAR,1465,30
MPOR89BTEMED725,OR89,BTE,MED,913,20
MPOR89BTEXLR725,OR89,BTE,XLR,1286,30
MPOR89IRG2XL725,OR89,IRG,2XL,567,20
MPOR89IRGLAR725,OR89,IRG,LAR,1472,30
MPOR89IRGMED725,OR89,IRG,MED,1056,20
MPOR89IRGXLR725,OR89,IRG,XLR,1171,30
MPOR89KHI2XL725,OR89,KHI,2XL,264,20
MPOR89KHILAR725,OR89,KHI,LAR,651,30
MPOR89KHIMED725,OR89,KHI,MED,474,20
MPOR89KHIXLR725,OR89,KHI,XLR,587,30
MPOR89LTG2XL725,OR89,LTG,2XL,301,20
MPOR89LTGLAR,OR89,LTG,LAR,43,9
MPOR89LTGLAR725,OR89,LTG,LAR,662,30
MPOR89LTGMED725,OR89,LTG,MED,467,20
MPOR89LTGXLR725,OR89,LTG,XLR,522,30
MPOR89NYB2XL725,OR89,NYB,2XL,756,20
MPOR89NYBLAR,OR89,NYB,LAR,17,5
MPOR89NYBLAR725,OR89,NYB,LAR,2299,30
MPOR89NYBMED725,OR89,NYB,MED,1613,20
MPOR89NYBSML725,OR89,NYB,SML,533,15
MPOR89NYBXLR,OR89,NYB,XLR,29,5
MPOR89NYBXLR725,OR89,NYB,XLR,1680,30
MPOR89SKO2XL,OR89,SKO,2XL,179,20
MPOR89SKOLAR,OR89,SKO,LAR,210,30
MPOR89SKOMED,OR89,SKO,MED,129,20
MPOR89SKOXLR,OR89,SKO,XLR,158,29
MPOR89WLG2XL,OR89,WLG,2XL,193,20
MPOR89WLGLAR,OR89,WLG,LAR,322,30
MPOR89WLGMED,OR89,WLG,MED,255,20
MPOR89WLGXLR,OR89,WLG,XLR,174,30
MPOR99BLK3XL799,OR99,BLK,3XL,757,10
MPOR99BLK4XL799,OR99,BLK,4XL,535,5
MPOR99BLK5XL799,OR99,BLK,5XL,377,5
MPOR99BTE2XL729,OR99,BTE,2XL,119,20
MPOR99BTELAR729,OR99,BTE,LAR,151,26
MPOR99BTEXLR729,OR99,BTE,XLR,77,13
MPOR99GFT3XL799,OR99,GFT,3XL,403,10
MPOR99GFT4XL799,OR99,GFT,4XL,264,5
MPOR99GFT5XL799,OR99,GFT,5XL,186,5
MPOR99KHI3XL799,OR99,KHI,3XL,394,10
MPOR99KHI4XL799,OR99,KHI,4XL,258,5
MPOR99KHI5XL799,OR99,KHI,5XL,180,5
MPOR99NVY3XL799,OR99,NVY,3XL,389,10
MPOR99NVY4XL799,OR99,NVY,4XL,258,5
MPOR99NVY5XL799,OR99,NVY,5XL,179,5
MPOR99OGY2XL729,OR99,OGY,2XL,99,17
MPOR99OGYLAR729,OR99,OGY,LAR,135,23
MPOR99OGYMED729,OR99,OGY,MED,34,6
MPOR99OGYXLR729,OR99,OGY,XLR,69,12
MPOR99WLG3XL799,OR99,WLG,3XL,396,10
MPOR99WLG4XL799,OR99,WLG,4XL,258,5
MPOR99WLG5XL799,OR99,WLG,5XL,180,5
MPP664BLK2XL739,P664,BLK,2XL,96,16
MPP664BLKLAR739,P664,BLK,LAR,236,30
MPP664BLKMED739,P664,BLK,MED,200,20
MPP664BLKXLR739,P664,BLK,XLR,226,30
MPP664CHA2XL739,P664,CHA,2XL,58,10
MPP664CHALAR739,P664,CHA,LAR,142,24
MPP664CHAMED739,P664,CHA,MED,157,20
MPP664CHAXLR739,P664,CHA,XLR,119,20
MPP664DCN2XL739,P664,DCN,2XL,57,10
MPP664DCNLAR739,P664,DCN,LAR,144,24
MPP664DCNMED739,P664,DCN,MED,101,17
MPP664DCNXLR739,P664,DCN,XLR,119,20
MPP664IRG2XL739,P664,IRG,2XL,66,11
MPP664IRGLAR739,P664,IRG,LAR,161,27
MPP664IRGMED739,P664,IRG,MED,101,17
